0,1,2,3,4,5,6,7,8,9
handling,NOUN,pobj,23,144,152,25,99,,
of,ADP,prep,25,153,155,26,99,,
the,DET,det,28,156,159,27,99,,
report,NOUN,pobj,26,160,166,28,99,,
.,PUNCT,punct,20,167,168,29,99,,
Jacuzzi,PROPN,nsubj,1,0,7,0,100,100-1,ORG
says,VERB,ROOT,1,8,12,1,100,,
it,PRON,nsubj,3,13,15,2,100,,
is,AUX,ccomp,1,16,18,3,100,,
still,ADV,advmod,3,19,24,4,100,,
in,ADP,prep,3,25,27,5,100,,
discussions,NOUN,pobj,5,28,39,6,100,,
with,ADP,prep,6,40,44,7,100,,
the,DET,det,9,45,48,8,100,,
S.E.C.,PROPN,pobj,7,49,55,9,100,100-2,ORG
",",PUNCT,punct,1,56,57,10,100,,
and,CCONJ,cc,1,58,61,11,100,,
the,DET,det,13,62,65,12,100,,
commission,NOUN,nsubj,16,66,76,13,100,,
will,VERB,aux,16,77,81,14,100,,
not,PART,neg,16,82,85,15,100,,
discuss,VERB,conj,1,86,93,16,100,,
the,DET,det,18,94,97,17,100,,
company,NOUN,dobj,16,98,105,18,100,,
.,PUNCT,punct,16,106,107,19,100,,
A,DET,det,1,0,1,0,101,,
troupe,NOUN,nsubj,34,2,8,1,101,,
of,ADP,prep,1,9,11,2,101,,
Pakistani,ADJ,amod,4,12,21,3,101,101-1,LOC
musicians,NOUN,pobj,2,22,31,4,101,,
fresh,ADJ,amod,1,32,37,5,101,,
from,ADP,prep,5,38,42,6,101,,
a,DET,det,8,43,44,7,101,,
tour,NOUN,pobj,6,45,49,8,101,,
of,ADP,prep,8,50,52,9,101,,
India,PROPN,pobj,9,53,58,10,101,,
",",PUNCT,punct,1,59,60,11,101,,
an,DET,det,14,61,63,12,101,,
Indian,ADJ,amod,14,64,70,13,101,101-2,LOC
scholar,NOUN,appos,1,71,78,14,101,,
on,ADP,prep,14,79,81,15,101,,
his,DET,poss,17,82,85,16,101,,
way,NOUN,pobj,15,86,89,17,101,,
to,PART,aux,19,90,92,18,101,,
do,AUX,relcl,14,93,95,19,101,,
research,NOUN,dobj,19,96,104,20,101,,
in,ADP,prep,19,105,107,21,101,,
Islamabad,PROPN,pobj,21,108,117,22,101,,
and,CCONJ,cc,19,118,121,23,101,,
bearded,ADJ,amod,27,122,129,24,101,,
Muslim,ADJ,amod,27,130,136,25,101,,
holy,ADJ,amod,27,137,141,26,101,,
men,NOUN,nsubj,28,142,145,27,101,,
going,VERB,conj,19,146,151,28,101,,
to,ADP,prep,28,152,154,29,101,,
a,DET,det,31,155,156,30,101,,
wedding,NOUN,pobj,29,157,164,31,101,,
in,ADP,prep,31,165,167,32,101,,
Rawalpindi,PROPN,pobj,32,168,178,33,101,,
were,AUX,ROOT,34,179,183,34,101,,
also,ADV,advmod,34,184,188,35,101,,
aboard,ADP,advmod,34,189,195,36,101,,
.,PUNCT,punct,34,196,197,37,101,,
The,DET,det,1,0,3,0,102,,
source,NOUN,nsubj,20,4,10,1,102,,
of,ADP,prep,1,11,13,2,102,,
a,DET,det,4,14,15,3,102,,
tip,NOUN,pobj,2,16,19,4,102,,
this,DET,det,6,20,24,5,102,,
week,NOUN,npadvmod,1,25,29,6,102,,
that,SCONJ,mark,10,30,34,7,102,,
terrorists,NOUN,nsubj,10,35,45,8,102,,
might,VERB,aux,10,46,51,9,102,,
strike,VERB,acl,1,52,58,10,102,,
at,ADP,prep,10,59,61,11,102,,
the,DET,det,14,62,65,12,102,,
Brooklyn,PROPN,compound,14,66,74,13,102,,
Bridge,PROPN,pobj,11,75,81,14,102,,
or,CCONJ,cc,14,82,84,15,102,,
the,DET,det,17,85,88,16,102,,
Statue,PROPN,conj,14,89,95,17,102,102-1,LOC
of,ADP,prep,17,96,98,18,102,102-1,LOC
Liberty,PROPN,pobj,18,99,106,19,102,102-1,LOC
was,AUX,ccomp,40,107,110,20,102,,
Abu,PROPN,compound,22,111,114,21,102,,
Zubaydah,PROPN,attr,20,115,123,22,102,,
",",PUNCT,punct,22,124,125,23,102,,
the,DET,det,29,126,129,24,102,,
highest,ADV,advmod,27,130,137,25,102,,
-,PUNCT,punct,27,137,138,26,102,,
ranking,VERB,amod,29,138,145,27,102,,
Qaeda,PROPN,compound,29,146,151,28,102,102-2,ORG
operative,NOUN,appos,22,152,161,29,102,,
captured,VERB,acl,29,162,170,30,102,,
since,SCONJ,prep,30,171,176,31,102,,
Sept.,PROPN,pobj,31,177,182,32,102,,
11,NUM,nummod,32,183,185,33,102,,
",",PUNCT,punct,40,186,187,34,102,,
a,DET,det,39,188,189,35,102,,
senior,ADJ,amod,39,190,196,36,102,,
law,NOUN,compound,38,197,200,37,102,,
enforcement,NOUN,compound,39,201,212,38,102,,
official,NOUN,nsubj,40,213,221,39,102,,
said,VERB,ROOT,40,222,226,40,102,,
yesterday,NOUN,npadvmod,40,227,236,41,102,,
.,PUNCT,punct,40,237,238,42,102,,
There,PRON,expl,1,0,5,0,103,,
were,AUX,ROOT,1,6,10,1,103,,
scores,NOUN,attr,1,11,17,2,103,,
by,ADP,prep,2,18,20,3,103,,
his,DET,poss,7,21,24,4,103,,
most,ADV,advmod,6,25,29,5,103,,
famous,ADJ,amod,7,30,36,6,103,,
student,NOUN,pobj,3,37,44,7,103,,
",",PUNCT,punct,7,45,46,8,103,,
Igor,PROPN,compound,10,47,51,9,103,103-1,PER
Stravinsky,PROPN,appos,7,52,62,10,103,103-1,PER
",",PUNCT,punct,7,63,64,11,103,,
along,ADP,prep,7,65,70,12,103,,
with,ADP,prep,12,71,75,13,103,,
music,NOUN,pobj,13,76,81,14,103,,
by,ADP,prep,14,82,84,15,103,,
Glazunov,PROPN,pobj,15,85,93,16,103,,
and,CCONJ,cc,16,94,97,17,103,,
Prokofiev,PROPN,compound,20,98,107,18,103,103-2,PER
-LRB-,PUNCT,punct,20,108,113,19,103,,
violin,NOUN,compound,21,114,120,20,103,,
concertos,NOUN,conj,16,121,130,21,103,,
dispatched,VERB,acl,14,131,141,22,103,,
in,ADP,prep,22,142,144,23,103,,
sovereign,ADJ,amod,25,145,154,24,103,,
style,NOUN,pobj,23,155,160,25,103,,
by,ADP,agent,22,161,163,26,103,,
Viktor,PROPN,compound,28,164,170,27,103,,
Tretyakov,PROPN,pobj,26,171,180,28,103,,
-RRB-,PUNCT,punct,28,181,186,29,103,,
",",PUNCT,punct,28,187,188,30,103,,
Respighi,PROPN,appos,28,189,197,31,103,,
-LRB-,PUNCT,punct,28,198,203,32,103,,
a,DET,nsubj,80,204,205,33,103,,
dark,ADJ,intj,33,206,210,34,103,,
and,CCONJ,cc,34,211,214,35,103,,
brooding,NOUN,conj,34,215,223,36,103,,
`,PUNCT,punct,36,224,225,37,103,,
`,PUNCT,punct,39,225,226,38,103,,
Pines,PROPN,dobj,36,227,232,39,103,,
of,ADP,prep,39,233,235,40,103,,
Rome,PROPN,pobj,40,236,240,41,103,,
'',PUNCT,punct,39,241,243,42,103,,
-RRB-,X,punct,39,244,249,43,103,,
",",PUNCT,punct,39,250,251,44,103,,
Ravel,PROPN,conj,39,252,257,45,103,,
",",PUNCT,punct,45,258,259,46,103,,
Lyadov,PROPN,conj,45,260,266,47,103,,
-LRB-,PUNCT,punct,47,267,272,48,103,,
a,DET,det,54,273,274,49,103,,
barn,NOUN,npadvmod,52,275,279,50,103,,
-,PUNCT,punct,52,279,280,51,103,,
burning,VERB,amod,54,280,287,52,103,,
tone,NOUN,compound,54,288,292,53,103,,
poem,NOUN,appos,39,293,297,54,103,,
called,VERB,acl,54,298,304,55,103,,
`,PUNCT,punct,55,305,306,56,103,,
`,PUNCT,punct,58,306,307,57,103,,
From,ADP,oprd,55,308,312,58,103,,
the,DET,det,60,313,316,59,103,,
Apocalypse,PROPN,pobj,58,317,327,60,103,,
'',PUNCT,punct,58,328,330,61,103,,
-RRB-,X,punct,58,331,336,62,103,,
",",PUNCT,punct,58,337,338,63,103,,
Debussy,PROPN,pobj,58,339,346,64,103,,
and,CCONJ,cc,64,347,350,65,103,,
Messiaen,PROPN,conj,64,351,359,66,103,,
",",PUNCT,punct,54,360,361,67,103,,
whose,DET,poss,71,362,367,68,103,,
`,PUNCT,punct,71,368,369,69,103,,
`,PUNCT,punct,71,369,370,70,103,,
Turangalila,PROPN,nsubj,74,371,382,71,103,,
",",PUNCT,punct,71,383,384,72,103,,
'',PUNCT,punct,71,385,387,73,103,,
heard,VERB,relcl,39,388,393,74,103,,
in,ADP,prep,74,394,396,75,103,,
three,NUM,nummod,78,397,402,76,103,,
extensive,ADJ,amod,78,403,412,77,103,,
excerpts,NOUN,pobj,75,413,421,78,103,,
",",PUNCT,punct,39,422,423,79,103,,
electrified,VERB,ROOT,80,424,435,80,103,,
an,DET,det,82,436,438,81,103,,
audience,NOUN,dobj,80,439,447,82,103,,
seemingly,ADV,advmod,84,448,457,83,103,,
unfamiliar,ADJ,amod,82,458,468,84,103,,
with,ADP,prep,84,469,473,85,103,,
it,PRON,pobj,85,474,476,86,103,,
.,PUNCT,punct,80,477,478,87,103,,
Question,NOUN,ROOT,0,0,8,0,104,,
:,PUNCT,punct,0,9,10,1,104,,
What,PRON,attr,3,11,15,2,104,,
is,AUX,ROOT,3,16,18,3,104,,
the,DET,det,6,19,22,4,104,,
best,ADJ,amod,6,23,27,5,104,,
way,NOUN,nsubj,3,28,31,6,104,,
of,ADP,prep,6,32,34,7,104,,
going,VERB,pcomp,7,35,40,8,104,,
by,ADP,prep,8,41,43,9,104,,
train,NOUN,pobj,9,44,49,10,104,,
from,ADP,prep,10,50,54,11,104,,
Oslo,PROPN,pobj,11,55,59,12,104,,
to,ADP,prep,8,60,62,13,104,,
Switzerland,PROPN,pobj,13,63,74,14,104,104-1,LOC
",",PUNCT,punct,8,75,76,15,104,,
passing,VERB,conj,8,77,84,16,104,,
through,ADP,prep,16,85,92,17,104,,
Copenhagen,PROPN,pobj,17,93,103,18,104,,
and,CCONJ,cc,18,104,107,19,104,,
the,DET,det,22,108,111,20,104,,
Black,PROPN,compound,22,112,117,21,104,,
Forest,PROPN,conj,18,118,124,22,104,,
in,ADP,prep,22,125,127,23,104,,
West,PROPN,compound,25,128,132,24,104,104-2,LOC
Germany,PROPN,pobj,23,133,140,25,104,104-2,LOC
?,PUNCT,punct,3,141,142,26,104,,
Henry,PROPN,compound,2,0,5,0,105,,
Eugene,PROPN,compound,2,6,12,1,105,,
Manning,PROPN,nsubj,26,13,20,2,105,,
",",PUNCT,punct,2,21,22,3,105,,
a,DET,det,7,23,24,4,105,,
health,NOUN,compound,6,25,31,5,105,,
care,NOUN,compound,7,32,36,6,105,,
administrator,NOUN,appos,2,37,50,7,105,,
who,PRON,nsubj,9,51,54,8,105,,
oversaw,VERB,relcl,7,55,62,9,105,,
the,DET,det,11,63,66,10,105,,
groundwork,NOUN,dobj,9,67,77,11,105,,
for,ADP,prep,11,78,81,12,105,,
the,DET,det,14,82,85,13,105,,
creation,NOUN,pobj,12,86,94,14,105,,
of,ADP,prep,14,95,97,15,105,,
New,PROPN,compound,17,98,101,16,105,,
York,PROPN,compound,18,102,106,17,105,,
City,PROPN,poss,24,107,111,18,105,,
's,PART,case,18,112,114,19,105,,
autonomous,ADJ,amod,24,115,125,20,105,,
Health,PROPN,nmod,24,126,132,21,105,105-1,ORG
and,CCONJ,cc,21,133,136,22,105,105-1,ORG
Hospitals,PROPN,conj,21,137,146,23,105,105-1,ORG
Corporation,PROPN,pobj,15,147,158,24,105,105-1,ORG
",",PUNCT,punct,2,159,160,25,105,,
died,VERB,ROOT,26,161,165,26,105,,
on,ADP,prep,26,166,168,27,105,,
Dec.,PROPN,pobj,27,169,173,28,105,,
4,NUM,nummod,28,174,175,29,105,,
at,ADP,prep,26,176,178,30,105,,
University,PROPN,compound,32,179,189,31,105,105-2,MISC
Hospitals,PROPN,pobj,30,190,199,32,105,105-2,MISC
in,ADP,prep,32,200,202,33,105,105-2,MISC
Cleveland,PROPN,pobj,33,203,212,34,105,105-2,MISC
.,PUNCT,punct,26,213,214,35,105,,
John,PROPN,compound,1,0,4,0,106,106-1,PER
Haynes,PROPN,nsubj,21,5,11,1,106,106-1,PER
",",PUNCT,punct,1,12,13,2,106,,
the,DET,det,6,14,17,3,106,,
co,NOUN,dep,5,18,20,4,106,,
-,NOUN,dep,6,20,21,5,106,,
author,NOUN,appos,1,21,27,6,106,,
with,ADP,prep,6,28,32,7,106,,
Harvey,PROPN,compound,9,33,39,8,106,,
Klehr,PROPN,pobj,7,40,45,9,106,,
of,ADP,prep,9,46,48,10,106,,
a,DET,det,14,49,50,11,106,,
forthcoming,ADJ,amod,14,51,62,12,106,,
Soviet,ADJ,amod,14,63,69,13,106,106-2,LOC
history,NOUN,pobj,10,70,77,14,106,,
to,PART,aux,17,78,80,15,106,,
be,AUX,auxpass,17,81,83,16,106,,
published,VERB,relcl,14,84,93,17,106,,
by,ADP,agent,17,94,96,18,106,,
Yale,PROPN,pobj,18,97,101,19,106,,
",",PUNCT,punct,1,102,103,20,106,,
said,VERB,ROOT,21,104,108,21,106,,
that,SCONJ,mark,26,109,113,22,106,,
the,DET,det,25,114,117,23,106,,
intelligence,NOUN,compound,25,118,130,24,106,,
reports,NOUN,nsubj,26,131,138,25,106,,
show,VERB,ccomp,21,139,143,26,106,,
that,SCONJ,mark,34,144,148,27,106,,
Mr.,PROPN,compound,29,149,152,28,106,,
Barr,PROPN,nsubj,34,153,157,29,106,,
and,CCONJ,cc,29,158,161,30,106,,
Mr.,PROPN,compound,32,162,165,31,106,,
Sarant,PROPN,conj,29,166,172,32,106,,
'',PUNCT,punct,32,173,175,33,106,,
were,AUX,ccomp,26,176,180,34,106,,
among,ADP,prep,34,181,186,35,106,,
the,DET,det,37,187,190,36,106,,
K.G.B.,PROPN,poss,42,191,197,37,106,,
's,PART,case,37,198,200,38,106,,
most,ADV,advmod,40,201,205,39,106,,
valuable,ADJ,amod,42,206,214,40,106,,
technical,ADJ,amod,42,215,224,41,106,,
spies,NOUN,pobj,35,225,230,42,106,,
.,PUNCT,punct,21,231,232,43,106,,
'',PUNCT,punct,21,233,235,44,106,,
The,DET,det,1,0,3,0,107,,
rise,NOUN,nsubj,21,4,8,1,107,,
of,ADP,prep,1,9,11,2,107,,
separatist,ADJ,amod,4,12,22,3,107,,
movements,NOUN,pobj,2,23,32,4,107,,
in,ADP,prep,4,33,35,5,107,,
Quebec,PROPN,pobj,5,36,42,6,107,107-1,LOC
",",PUNCT,punct,6,43,44,7,107,,
Scotland,PROPN,conj,6,45,53,8,107,,
",",PUNCT,punct,8,54,55,9,107,,
Wales,PROPN,conj,8,56,61,10,107,,
",",PUNCT,punct,10,62,63,11,107,,
Catalonia,PROPN,conj,10,64,73,12,107,107-2,NONE
",",PUNCT,punct,12,74,75,13,107,,
Northern,PROPN,compound,15,76,84,14,107,,
Italy,PROPN,conj,12,85,90,15,107,,
and,CCONJ,cc,5,91,94,16,107,,
across,ADP,conj,5,95,101,17,107,,
Europe,PROPN,pobj,17,102,108,18,107,,
and,CCONJ,cc,17,109,112,19,107,,
elsewhere,ADV,conj,17,113,122,20,107,,
makes,VERB,ROOT,21,123,128,21,107,,
issues,NOUN,dobj,21,129,135,22,107,,
like,SCONJ,prep,22,136,140,23,107,,
secession,NOUN,pobj,23,141,150,24,107,,
more,ADV,advmod,26,151,155,25,107,,
relevant,ADJ,amod,24,156,164,26,107,,
than,SCONJ,mark,31,165,169,27,107,,
it,PRON,nsubj,31,170,172,28,107,,
might,VERB,aux,31,173,178,29,107,,
otherwise,ADV,advmod,31,179,188,30,107,,
seem,VERB,advcl,26,189,193,31,107,,
.,PUNCT,punct,21,194,195,32,107,,
'',PUNCT,punct,10,0,2,0,108,,
I,PRON,nsubj,4,3,4,1,108,,
so,ADV,advmod,3,5,7,2,108,,
much,ADV,amod,4,8,12,3,108,,
love,VERB,ccomp,10,13,17,4,108,,
what,PRON,dobj,7,18,22,5,108,,
you,PRON,nsubj,7,23,26,6,108,,
write,VERB,ccomp,4,27,32,7,108,,
",",PUNCT,punct,10,33,34,8,108,,
'',PUNCT,punct,10,35,37,9,108,,
said,VERB,ROOT,10,38,42,10,108,,
Mr.,PROPN,compound,12,43,46,11,108,108-1,PER
Dunne,PROPN,nsubj,10,47,52,12,108,108-1,PER
",",PUNCT,punct,10,53,54,13,108,,
as,SCONJ,mark,19,55,57,14,108,,
he,PRON,nsubj,19,58,60,15,108,,
and,CCONJ,cc,15,61,64,16,108,,
Mr.,PROPN,compound,18,65,68,17,108,108-2,PER
Wolff,PROPN,conj,15,69,74,18,108,108-2,PER
leaned,VERB,advcl,10,75,81,19,108,,
their,DET,poss,21,82,87,20,108,,
heads,NOUN,dobj,19,88,93,21,108,,
toward,ADP,prep,19,94,100,22,108,,
each,DET,det,24,101,105,23,108,,
other,ADJ,pobj,22,106,111,24,108,,
at,ADP,prep,19,112,114,25,108,,
identical,ADJ,amod,27,115,124,26,108,,
angles,NOUN,pobj,25,125,131,27,108,,
.,PUNCT,punct,10,132,133,28,108,,
It,PRON,nsubj,1,0,2,0,109,,
led,VERB,ROOT,1,3,6,1,109,,
off,ADP,prt,1,7,10,2,109,,
with,ADP,prep,1,11,15,3,109,,
the,DET,det,5,16,19,4,109,,
sort,NOUN,pobj,3,20,24,5,109,,
of,ADP,prep,5,25,27,6,109,,
flashy,ADJ,amod,11,28,34,7,109,,
late,ADJ,amod,10,35,39,8,109,,
-,PUNCT,punct,10,39,40,9,109,,
Romantic,ADJ,amod,11,40,48,10,109,,
showpiece,NOUN,pobj,6,49,58,11,109,,
that,DET,nsubj,13,59,63,12,109,,
made,VERB,relcl,5,64,68,13,109,,
his,DET,poss,15,69,72,14,109,,
reputation,NOUN,dobj,13,73,83,15,109,,
with,ADP,prep,15,84,88,16,109,,
the,DET,det,19,89,92,17,109,,
Montreal,PROPN,compound,19,93,101,18,109,109-1,MISC
Symphony,PROPN,pobj,16,102,110,19,109,109-1,MISC
",",PUNCT,punct,19,111,112,20,109,,
the,DET,det,22,113,116,21,109,,
Kodaly,PROPN,appos,19,117,123,22,109,,
`,PUNCT,punct,27,124,125,23,109,,
`,PUNCT,punct,27,125,126,24,109,,
Peacock,NOUN,nmod,27,127,134,25,109,,
'',PUNCT,punct,27,135,137,26,109,,
Variations,NOUN,appos,22,138,148,27,109,,
on,ADP,prep,27,149,151,28,109,,
a,DET,det,32,152,153,29,109,,
Hungarian,ADJ,compound,32,154,163,30,109,109-2,MISC
Folk,PROPN,compound,32,164,168,31,109,109-2,MISC
Song,PROPN,pobj,28,169,173,32,109,109-2,MISC
.,PUNCT,punct,1,174,175,33,109,,
Peter,PROPN,compound,1,0,5,0,110,110-1,PER
Harrington,PROPN,nsubj,11,6,16,1,110,110-1,PER
",",PUNCT,punct,1,17,18,2,110,,
a,DET,det,5,19,20,3,110,,
vice,NOUN,compound,5,21,25,4,110,,
president,NOUN,appos,1,26,35,5,110,,
of,ADP,prep,5,36,38,6,110,,
New,PROPN,compound,8,39,42,7,110,110-2,ORG
England,PROPN,compound,9,43,50,8,110,110-2,ORG
Mutual,PROPN,pobj,6,51,57,9,110,110-2,ORG
",",PUNCT,punct,1,58,59,10,110,,
said,VERB,ROOT,11,60,64,11,110,,
Met,PROPN,compound,13,65,68,12,110,,
Life,PROPN,poss,17,69,73,13,110,,
's,PART,case,13,74,76,14,110,,
great,ADJ,amod,17,77,82,15,110,,
financial,ADJ,amod,17,83,92,16,110,,
strength,NOUN,nsubj,19,93,101,17,110,,
would,VERB,aux,19,102,107,18,110,,
raise,VERB,ccomp,11,108,113,19,110,,
the,DET,det,21,114,117,20,110,,
ratings,NOUN,dobj,19,118,125,21,110,,
his,DET,poss,23,126,129,22,110,,
company,NOUN,nsubj,24,130,137,23,110,,
receives,VERB,relcl,21,138,146,24,110,,
from,ADP,prep,24,147,151,25,110,,
insurance,NOUN,compound,28,152,161,26,110,,
-,PUNCT,punct,28,161,162,27,110,,
rating,NOUN,compound,29,162,168,28,110,,
agencies,NOUN,pobj,25,169,177,29,110,,
.,PUNCT,punct,11,178,179,30,110,,
'',PUNCT,punct,15,0,2,0,111,,
It,PRON,nsubj,2,3,5,1,111,,
's,AUX,ccomp,15,6,8,2,111,,
hard,ADJ,acomp,2,9,13,3,111,,
now,ADV,advmod,2,14,17,4,111,,
to,PART,aux,6,18,20,5,111,,
believe,VERB,xcomp,2,21,28,6,111,,
that,SCONJ,mark,12,29,33,7,111,,
someone,PRON,nsubj,12,34,41,8,111,,
like,SCONJ,prep,8,42,46,9,111,,
Freeman,PROPN,pobj,9,47,54,10,111,111-1,PER
really,ADV,advmod,12,55,61,11,111,,
existed,VERB,ccomp,6,62,69,12,111,,
",",PUNCT,punct,15,70,71,13,111,,
'',PUNCT,punct,15,72,74,14,111,,
said,VERB,ROOT,15,75,79,15,111,,
Mr.,PROPN,compound,17,80,83,16,111,111-2,PER
Ledes,PROPN,nsubj,15,84,89,17,111,111-2,PER
",",PUNCT,punct,17,90,91,18,111,,
47,NUM,appos,17,92,94,19,111,,
",",PUNCT,punct,17,95,96,20,111,,
who,PRON,nsubjpass,24,97,100,21,111,,
has,AUX,aux,24,101,104,22,111,,
been,AUX,auxpass,24,105,109,23,111,,
involved,VERB,relcl,17,110,118,24,111,,
for,ADP,prep,24,119,122,25,111,,
many,ADJ,amod,27,123,127,26,111,,
years,NOUN,pobj,25,128,133,27,111,,
with,ADP,prep,27,134,138,28,111,,
performance,NOUN,compound,30,139,150,29,111,,
art,NOUN,pobj,28,151,154,30,111,,
and,CCONJ,cc,30,155,158,31,111,,
experimental,ADJ,amod,33,159,171,32,111,,
theater,NOUN,compound,34,172,179,33,111,,
groups,NOUN,conj,30,180,186,34,111,,
in,ADP,prep,34,187,189,35,111,,
Paris,PROPN,pobj,35,190,195,36,111,,
and,CCONJ,cc,36,196,199,37,111,,
New,PROPN,compound,39,200,203,38,111,,
York,PROPN,conj,36,204,208,39,111,,
.,PUNCT,punct,15,209,210,40,111,,
On,ADP,prep,13,0,2,0,112,,
Wednesday,PROPN,pobj,0,3,12,1,112,,
",",PUNCT,punct,13,13,14,2,112,,
Judge,PROPN,compound,6,15,20,3,112,,
Thomas,PROPN,compound,6,21,27,4,112,,
F.,PROPN,compound,6,28,30,5,112,,
Hogan,PROPN,nsubj,13,31,36,6,112,,
of,ADP,prep,6,37,39,7,112,,
Federal,PROPN,compound,10,40,47,8,112,112-1,MISC
District,PROPN,compound,10,48,56,9,112,112-1,MISC
Court,PROPN,pobj,7,57,62,10,112,112-1,MISC
in,ADP,prep,10,63,65,11,112,,
Washington,PROPN,pobj,11,66,76,12,112,112-2,LOC
said,VERB,ROOT,13,77,81,13,112,,
he,PRON,nsubj,16,82,84,14,112,,
would,VERB,aux,16,85,90,15,112,,
order,VERB,ccomp,13,91,96,16,112,,
the,DET,det,18,97,100,17,112,,
reporters,NOUN,dobj,16,101,110,18,112,,
jailed,VERB,acl,18,111,117,19,112,,
for,ADP,prep,19,118,121,20,112,,
up,ADP,quantmod,23,122,124,21,112,,
to,PART,quantmod,23,125,127,22,112,,
120,NUM,nummod,24,128,131,23,112,,
days,NOUN,pobj,20,132,136,24,112,,
if,SCONJ,mark,29,137,139,25,112,,
they,PRON,nsubj,29,140,144,26,112,,
did,AUX,aux,29,145,148,27,112,,
not,PART,neg,29,149,152,28,112,,
agree,VERB,advcl,16,153,158,29,112,,
to,PART,aux,31,159,161,30,112,,
testify,VERB,xcomp,29,162,169,31,112,,
before,ADP,prep,31,170,176,32,112,,
the,DET,det,35,177,180,33,112,,
grand,ADJ,amod,35,181,186,34,112,,
jury,NOUN,pobj,32,187,191,35,112,,
in,ADP,prep,31,192,194,36,112,,
the,DET,det,38,195,198,37,112,,
meantime,NOUN,pobj,36,199,207,38,112,,
.,PUNCT,punct,13,208,209,39,112,,
Pakistan,PROPN,nsubj,5,0,8,0,113,,
and,CCONJ,cc,0,9,12,1,113,,
India,PROPN,conj,0,13,18,2,113,113-2,LOC
have,AUX,aux,5,19,23,3,113,,
been,AUX,aux,5,24,28,4,113,,
observing,VERB,ROOT,5,29,38,5,113,,
a,DET,det,9,39,40,6,113,,
cease,NOUN,compound,9,41,46,7,113,,
-,PUNCT,punct,9,46,47,8,113,,
fire,NOUN,dobj,5,47,51,9,113,,
there,ADV,advmod,5,52,57,10,113,,
for,ADP,prep,5,58,61,11,113,,
more,ADJ,amod,14,62,66,12,113,,
than,SCONJ,quantmod,14,67,71,13,113,,
a,DET,nummod,15,72,73,14,113,,
month,NOUN,pobj,11,74,79,15,113,,
now,ADV,advmod,5,80,83,16,113,,
",",PUNCT,punct,5,84,85,17,113,,
and,CCONJ,cc,5,86,89,18,113,,
the,DET,det,20,90,93,19,113,,
president,NOUN,nsubj,21,94,103,20,113,,
seemed,VERB,conj,5,104,110,21,113,,
to,PART,aux,23,111,113,22,113,,
suggest,VERB,xcomp,21,114,121,23,113,,
in,ADP,prep,23,122,124,24,113,,
a,DET,det,27,125,126,25,113,,
recent,ADJ,amod,27,127,133,26,113,,
interview,NOUN,pobj,24,134,143,27,113,,
that,SCONJ,mark,31,144,148,28,113,,
Pakistan,PROPN,nsubj,31,149,157,29,113,,
would,VERB,aux,31,158,163,30,113,,
set,VERB,acl,27,164,167,31,113,,
aside,ADP,advmod,31,168,173,32,113,,
a,DET,det,34,174,175,33,113,,
demand,NOUN,dobj,31,176,182,34,113,,
for,ADP,prep,34,183,186,35,113,,
a,DET,det,37,187,188,36,113,,
plebiscite,NOUN,pobj,35,189,199,37,113,,
in,ADP,prep,37,200,202,38,113,,
Kashmir,PROPN,pobj,38,203,210,39,113,113-1,LOC
were,AUX,ccomp,23,211,215,40,113,,
India,PROPN,nsubj,40,216,221,41,113,,
to,PART,aux,43,222,224,42,113,,
show,VERB,xcomp,40,225,229,43,113,,
flexibility,NOUN,dobj,43,230,241,44,113,,
in,ADP,prep,43,242,244,45,113,,
return,NOUN,pobj,45,245,251,46,113,,
.,PUNCT,punct,21,252,253,47,113,,
\,NUM,ROOT,0,0,1,0,114,,
*,PUNCT,ROOT,1,1,2,1,114,,
3,NUM,nummod,3,3,4,2,114,,
\,NUM,ROOT,3,5,6,3,114,,
*,PUNCT,ROOT,4,6,7,4,114,,
Sterling,PROPN,compound,7,8,16,5,114,114-1,ORG
Software,PROPN,compound,7,17,25,6,114,114-1,ORG
Inc,PROPN,ROOT,7,26,29,7,114,114-1,ORG
-LRB-,PUNCT,punct,7,30,35,8,114,,
AMEX,PROPN,ROOT,9,36,40,9,114,114-2,ORG
-RRB-,PUNCT,punct,9,41,46,10,114,,
Shin,PROPN,compound,3,0,4,0,115,,
Dong,PROPN,compound,3,5,9,1,115,,
-,PUNCT,punct,3,9,10,2,115,,
chul,PROPN,ROOT,3,10,14,3,115,,
-RRB-,PUNCT,punct,3,15,20,4,115,,
",",PUNCT,punct,3,21,22,5,115,,
Kim,PROPN,compound,7,23,26,6,115,,
Rwe,PROPN,conj,3,27,30,7,115,,
-,PUNCT,punct,7,30,31,8,115,,
ha,X,prep,7,31,33,9,115,,
-LRB-,PUNCT,intj,9,34,39,10,115,,
Detective,PROPN,dep,7,40,49,11,115,,
Cho,PROPN,compound,15,50,53,12,115,,
Yong,PROPN,compound,15,54,58,13,115,,
-,PUNCT,punct,15,58,59,14,115,,
koo,PROPN,ROOT,15,59,62,15,115,,
-RRB-,PUNCT,punct,15,63,68,16,115,,
",",PUNCT,punct,15,69,70,17,115,,
Koh,PROPN,compound,21,71,74,18,115,,
Seo,PROPN,compound,21,75,78,19,115,,
-,PUNCT,punct,21,78,79,20,115,,
hee,X,ROOT,21,79,82,21,115,,
-LRB-,PUNCT,punct,21,83,88,22,115,,
Officer,PROPN,compound,24,89,96,23,115,115-1,MISC
