,sent_index,dep,sentence_length,root_index,root_word,entity_1_index,entity_2_index,entity_distance,no_words_before_entity_1,no_words_after_entity_2,entity_1_root_distance,entity_2_root_distance,entity 1 name,entity 2 name,entity_type_1,entity_type_2,entity_pos_1,entity_pos_2,entity_dep_1,entity_dep_2,entity_tag_1,entity_tag_2,shortest_distance,shortest_path,rel type,rel subtype,entity 1 ID,entity 2 ID,entity 1 mention ID,entity 2 mention ID,entity 1 type,entity 2 type,same_sent,same_sent.1,distance,pos_pattern,shortest_dep_path,span,label
18,4.0,"['prep', 'compound', 'pobj', 'punct', 'nummod', 'nsubj', 'ROOT', 'det', 'compound', 'amod', 'dobj', 'cc', 'conj', 'det', 'compound', 'dobj', 'punct', '', 'punct', '']",20,6,engaged,9,2,-7,8,17,-3,-4,ISIL tactical unit,Al Shadaddi,Organisation,Location,PROPN-ADJ-NOUN,PROPN-PROPN,compound-amod-dobj,compound-pobj,NNP-JJ-NN,NNP-NNP,3,"[9, 10, 6, 2]",CoLocated,CoLocated,26CC32861EF7D38FBAE9CABAFC7487E1-4-40-58-Organisation,26CC32861EF7D38FBAE9CABAFC7487E1-4-5-16-Location,26CC32861EF7D38FBAE9CABAFC7487E1-4-40-58-Organisation,26CC32861EF7D38FBAE9CABAFC7487E1-4-5-16-Location,Organisation,Location,True,True,5.0,NUM-NOUN-VERB-DET,3.0,"Al Shadaddi , one strike engaged an ISIL tactical unit",1
19,8.0,"['prep', 'pobj', 'punct', 'nummod', 'nsubj', 'ROOT', 'det', 'npadvmod', 'punct', 'amod', 'dobj', 'punct', '']",13,5,destroyed,5,11,6,4,1,0,6,strike,tank,Weapon,MilitaryPlatform,NOUN,NOUN,nsubj,dobj,NN,NN,1,"[5, 11]",FightingAgainst,FightingAgainst,26CC32861EF7D38FBAE9CABAFC7487E1-12-18-24-Weapon,26CC32861EF7D38FBAE9CABAFC7487E1-12-48-52-MilitaryPlatform,26CC32861EF7D38FBAE9CABAFC7487E1-12-18-24-Weapon,26CC32861EF7D38FBAE9CABAFC7487E1-12-48-52-MilitaryPlatform,Weapon,MilitaryPlatform,True,True,5.0,VERB-DET-PROPN-VERB,2.0,strike destroyed an ISIL - held tank,1
20,8.0,"['prep', 'pobj', 'punct', 'nummod', 'nsubj', 'ROOT', 'det', 'npadvmod', 'punct', 'amod', 'dobj', 'punct', '']",13,5,destroyed,8,11,3,7,1,-3,6,ISIL,tank,Organisation,MilitaryPlatform,PROPN,NOUN,npadvmod,dobj,NNP,NN,4,"[8, 9, 10, 5, 11]",InChargeOf,InChargeOf,26CC32861EF7D38FBAE9CABAFC7487E1-12-38-42-Organisation,26CC32861EF7D38FBAE9CABAFC7487E1-12-48-52-MilitaryPlatform,26CC32861EF7D38FBAE9CABAFC7487E1-12-38-42-Organisation,26CC32861EF7D38FBAE9CABAFC7487E1-12-48-52-MilitaryPlatform,Organisation,MilitaryPlatform,True,True,2.0,VERB,2.0,ISIL - held tank,1
21,8.0,"['prep', 'pobj', 'punct', 'nummod', 'nsubj', 'ROOT', 'det', 'npadvmod', 'punct', 'amod', 'dobj', 'punct', '']",13,5,destroyed,11,2,-9,10,10,-6,-3,tank,Palmyra,MilitaryPlatform,Location,NOUN,PROPN,dobj,pobj,NN,NNP,2,"[11, 5, 2]",CoLocated,CoLocated,26CC32861EF7D38FBAE9CABAFC7487E1-12-48-52-MilitaryPlatform,26CC32861EF7D38FBAE9CABAFC7487E1-12-5-12-Location,26CC32861EF7D38FBAE9CABAFC7487E1-12-48-52-MilitaryPlatform,26CC32861EF7D38FBAE9CABAFC7487E1-12-5-12-Location,MilitaryPlatform,Location,True,True,7.0,NUM-NOUN-VERB-DET-PROPN-VERB,3.0,"Palmyra , one strike destroyed an ISIL - held tank",1
22,10.0,"['prep', 'compound', 'pobj', 'punct', 'nummod', 'nsubj', 'ROOT', 'det', 'compound', 'compound', 'dobj', 'punct', '', 'punct', '']",15,6,destroyed,8,2,-6,7,12,-2,-4,a VBIED storage facility,Al Huwayjah,Location,Location,DET-PROPN-NOUN-NOUN,PROPN-PROPN,det-compound-compound-dobj,compound-pobj,DT-NNP-NN-NN,NNP-NNP,4,"[8, 9, 10, 6, 2]",CoLocated,CoLocated,26CC32861EF7D38FBAE9CABAFC7487E1-14-39-63-Location,26CC32861EF7D38FBAE9CABAFC7487E1-14-5-16-Location,26CC32861EF7D38FBAE9CABAFC7487E1-14-39-63-Location,26CC32861EF7D38FBAE9CABAFC7487E1-14-5-16-Location,Location,Location,True,True,4.0,NUM-NOUN-VERB,3.0,"Al Huwayjah , one strike destroyed a VBIED storage facility",1
23,11.0,"['prep', 'pobj', 'punct', 'nummod', 'nsubj', 'ROOT', 'det', 'compound', 'amod', 'dobj', 'cc', 'conj', 'det', 'npadvmod', 'punct', 'amod', 'dobj', 'punct', 'det', 'conj', 'punct', 'cc', 'det', 'amod', 'punct', 'compound', 'conj', 'punct', '', 'punct', '']",31,5,engaged,7,2,-5,6,28,-2,-3,an ISIL tactical unit,Bayji,Organisation,Location,DET-PROPN-ADJ-NOUN,PROPN,det-compound-amod-dobj,pobj,DT-NNP-JJ-NN,NNP,3,"[7, 9, 5, 2]",CoLocated,CoLocated,26CC32861EF7D38FBAE9CABAFC7487E1-16-31-52-Organisation,26CC32861EF7D38FBAE9CABAFC7487E1-16-5-10-Location,26CC32861EF7D38FBAE9CABAFC7487E1-16-31-52-Organisation,26CC32861EF7D38FBAE9CABAFC7487E1-16-5-10-Location,Organisation,Location,True,True,4.0,NUM-NOUN-VERB,3.0,"Bayji , one strike engaged an ISIL tactical unit",1
24,12.0,"['prep', 'pobj', 'punct', 'nummod', 'nsubj', 'ROOT', 'nummod', 'nmod', 'amod', 'dobj', 'punct', 'conj', 'nummod', 'npadvmod', 'punct', 'amod', 'dobj', 'punct', 'nummod', 'conj', 'punct', 'nummod', 'compound', 'conj', 'punct', 'det', 'conj', 'acl', 'dobj', 'appos', 'punct', 'det', 'compound', 'compound', 'conj', 'punct', 'cc', 'det', 'conj', 'punct']",40,5,engaged,20,19,-1,19,20,-15,14,vehicles,two,Vehicle,Quantity,NOUN,NUM,conj,nummod,NNS,CD,1,"[20, 19]",HasAttrOf,HasAttrOf,26CC32861EF7D38FBAE9CABAFC7487E1-18-100-108-Vehicle,26CC32861EF7D38FBAE9CABAFC7487E1-18-96-99-Quantity,26CC32861EF7D38FBAE9CABAFC7487E1-18-100-108-Vehicle,26CC32861EF7D38FBAE9CABAFC7487E1-18-96-99-Quantity,Vehicle,Quantity,True,True,1.0,,1.0,two vehicles,1
25,12.0,"['prep', 'pobj', 'punct', 'nummod', 'nsubj', 'ROOT', 'nummod', 'nmod', 'amod', 'dobj', 'punct', 'conj', 'nummod', 'npadvmod', 'punct', 'amod', 'dobj', 'punct', 'nummod', 'conj', 'punct', 'nummod', 'compound', 'conj', 'punct', 'det', 'conj', 'acl', 'dobj', 'appos', 'punct', 'det', 'compound', 'compound', 'conj', 'punct', 'cc', 'det', 'conj', 'punct']",40,5,engaged,20,2,-18,19,37,-15,-3,vehicles,Mosul,Vehicle,Location,NOUN,PROPN,conj,pobj,NNS,NNP,5,"[20, 19, 16, 11, 5, 2]",CoLocated,CoLocated,26CC32861EF7D38FBAE9CABAFC7487E1-18-100-108-Vehicle,26CC32861EF7D38FBAE9CABAFC7487E1-18-5-10-Location,26CC32861EF7D38FBAE9CABAFC7487E1-18-100-108-Vehicle,26CC32861EF7D38FBAE9CABAFC7487E1-18-5-10-Location,Vehicle,Location,True,True,10.0,NUM-NOUN-VERB-NUM-PROPN-VERB-NUM-PROPN-NUM,5.0,"Mosul , five strikes engaged four ISIL tactical units ; destroyed three ISIL - held buildings , two vehicles",1
26,12.0,"['prep', 'pobj', 'punct', 'nummod', 'nsubj', 'ROOT', 'nummod', 'nmod', 'amod', 'dobj', 'punct', 'conj', 'nummod', 'npadvmod', 'punct', 'amod', 'dobj', 'punct', 'nummod', 'conj', 'punct', 'nummod', 'compound', 'conj', 'punct', 'det', 'conj', 'acl', 'dobj', 'appos', 'punct', 'det', 'compound', 'compound', 'conj', 'punct', 'cc', 'det', 'conj', 'punct']",40,5,engaged,23,2,-21,22,37,-18,-3,mortar,Mosul,Weapon,Location,NOUN,PROPN,compound,pobj,NN,NNP,5,"[23, 19, 16, 11, 5, 2]",CoLocated,CoLocated,26CC32861EF7D38FBAE9CABAFC7487E1-18-114-120-Weapon,26CC32861EF7D38FBAE9CABAFC7487E1-18-5-10-Location,26CC32861EF7D38FBAE9CABAFC7487E1-18-114-120-Weapon,26CC32861EF7D38FBAE9CABAFC7487E1-18-5-10-Location,Weapon,Location,True,True,12.0,NUM-NOUN-VERB-NUM-PROPN-VERB-NUM-PROPN-NUM-NOUN-NUM,7.0,"Mosul , five strikes engaged four ISIL tactical units ; destroyed three ISIL - held buildings , two vehicles , two mortar",1
27,12.0,"['prep', 'pobj', 'punct', 'nummod', 'nsubj', 'ROOT', 'nummod', 'nmod', 'amod', 'dobj', 'punct', 'conj', 'nummod', 'npadvmod', 'punct', 'amod', 'dobj', 'punct', 'nummod', 'conj', 'punct', 'nummod', 'compound', 'conj', 'punct', 'det', 'conj', 'acl', 'dobj', 'appos', 'punct', 'det', 'compound', 'compound', 'conj', 'punct', 'cc', 'det', 'conj', 'punct']",40,5,engaged,23,19,-4,22,20,-18,14,mortar,two,Weapon,Quantity,NOUN,NUM,compound,nummod,NN,CD,1,"[23, 19]",HasAttrOf,HasAttrOf,26CC32861EF7D38FBAE9CABAFC7487E1-18-114-120-Weapon,26CC32861EF7D38FBAE9CABAFC7487E1-18-110-113-Quantity,26CC32861EF7D38FBAE9CABAFC7487E1-18-114-120-Weapon,26CC32861EF7D38FBAE9CABAFC7487E1-18-110-113-Quantity,Weapon,Quantity,True,True,1.0,,2.0,two mortar,1
28,12.0,"['prep', 'pobj', 'punct', 'nummod', 'nsubj', 'ROOT', 'nummod', 'nmod', 'amod', 'dobj', 'punct', 'conj', 'nummod', 'npadvmod', 'punct', 'amod', 'dobj', 'punct', 'nummod', 'conj', 'punct', 'nummod', 'compound', 'conj', 'punct', 'det', 'conj', 'acl', 'dobj', 'appos', 'punct', 'det', 'compound', 'compound', 'conj', 'punct', 'cc', 'det', 'conj', 'punct']",40,5,engaged,27,2,-25,26,37,-22,-3,rocket propelled grenade launcher,Mosul,Weapon,Location,NOUN-VERB-PROPN-NOUN,PROPN,conj-acl-dobj-appos,pobj,NN-VBN-NNP-NN,NNP,7,"[27, 29, 23, 19, 16, 11, 5, 2]",CoLocated,CoLocated,26CC32861EF7D38FBAE9CABAFC7487E1-18-132-165-Weapon,26CC32861EF7D38FBAE9CABAFC7487E1-18-5-10-Location,26CC32861EF7D38FBAE9CABAFC7487E1-18-132-165-Weapon,26CC32861EF7D38FBAE9CABAFC7487E1-18-5-10-Location,Weapon,Location,True,True,15.0,NUM-NOUN-VERB-NUM-PROPN-VERB-NUM-PROPN-NUM-NOUN-NUM-NOUN-NOUN-DET,5.0,"Mosul , five strikes engaged four ISIL tactical units ; destroyed three ISIL - held buildings , two vehicles , two mortar systems , a rocket propelled grenade launcher",1
29,12.0,"['prep', 'pobj', 'punct', 'nummod', 'nsubj', 'ROOT', 'nummod', 'nmod', 'amod', 'dobj', 'punct', 'conj', 'nummod', 'npadvmod', 'punct', 'amod', 'dobj', 'punct', 'nummod', 'conj', 'punct', 'nummod', 'compound', 'conj', 'punct', 'det', 'conj', 'acl', 'dobj', 'appos', 'punct', 'det', 'compound', 'compound', 'conj', 'punct', 'cc', 'det', 'conj', 'punct']",40,5,engaged,33,26,-7,32,13,-28,21,VBIED,a,Weapon,Quantity,PROPN,DET,compound,det,NNP,DT,4,"[33, 34, 29, 27, 26]",HasAttrOf,HasAttrOf,26CC32861EF7D38FBAE9CABAFC7487E1-18-199-204-Weapon,26CC32861EF7D38FBAE9CABAFC7487E1-18-197-198-Quantity,26CC32861EF7D38FBAE9CABAFC7487E1-18-199-204-Weapon,26CC32861EF7D38FBAE9CABAFC7487E1-18-197-198-Quantity,Weapon,Quantity,True,True,1.0,,1.0,a VBIED,1
30,12.0,"['prep', 'pobj', 'punct', 'nummod', 'nsubj', 'ROOT', 'nummod', 'nmod', 'amod', 'dobj', 'punct', 'conj', 'nummod', 'npadvmod', 'punct', 'amod', 'dobj', 'punct', 'nummod', 'conj', 'punct', 'nummod', 'compound', 'conj', 'punct', 'det', 'conj', 'acl', 'dobj', 'appos', 'punct', 'det', 'compound', 'compound', 'conj', 'punct', 'cc', 'det', 'conj', 'punct']",40,5,engaged,33,2,-31,32,37,-28,-3,VBIED,Mosul,Weapon,Location,PROPN,PROPN,compound,pobj,NNP,NNP,8,"[33, 34, 29, 23, 19, 16, 11, 5, 2]",CoLocated,CoLocated,26CC32861EF7D38FBAE9CABAFC7487E1-18-199-204-Weapon,26CC32861EF7D38FBAE9CABAFC7487E1-18-5-10-Location,26CC32861EF7D38FBAE9CABAFC7487E1-18-199-204-Weapon,26CC32861EF7D38FBAE9CABAFC7487E1-18-5-10-Location,Weapon,Location,True,True,21.0,NUM-NOUN-VERB-NUM-PROPN-VERB-NUM-PROPN-NUM-NOUN-NUM-NOUN-NOUN-DET-NOUN-DET-PROPN-NOUN-CCONJ-DET,6.0,"Mosul , five strikes engaged four ISIL tactical units ; destroyed three ISIL - held buildings , two vehicles , two mortar systems , a rocket propelled grenade launcher , a VBIED staging facility , and a VBIED",1
31,12.0,"['prep', 'pobj', 'punct', 'nummod', 'nsubj', 'ROOT', 'nummod', 'nmod', 'amod', 'dobj', 'punct', 'conj', 'nummod', 'npadvmod', 'punct', 'amod', 'dobj', 'punct', 'nummod', 'conj', 'punct', 'nummod', 'compound', 'conj', 'punct', 'det', 'conj', 'acl', 'dobj', 'appos', 'punct', 'det', 'compound', 'compound', 'conj', 'punct', 'cc', 'det', 'conj', 'punct']",40,5,engaged,5,33,28,4,6,0,28,strikes,VBIED,Weapon,Weapon,NOUN,PROPN,nsubj,conj,NNS,NNP,7,"[5, 11, 16, 19, 23, 29, 34, 33]",FightingAgainst,FightingAgainst,26CC32861EF7D38FBAE9CABAFC7487E1-18-17-24-Weapon,26CC32861EF7D38FBAE9CABAFC7487E1-18-199-204-Weapon,26CC32861EF7D38FBAE9CABAFC7487E1-18-17-24-Weapon,26CC32861EF7D38FBAE9CABAFC7487E1-18-199-204-Weapon,Weapon,Weapon,True,True,19.0,VERB-NUM-PROPN-VERB-NUM-PROPN-NUM-NOUN-NUM-NOUN-NOUN-DET-NOUN-DET-PROPN-NOUN-CCONJ-DET,5.0,"strikes engaged four ISIL tactical units ; destroyed three ISIL - held buildings , two vehicles , two mortar systems , a rocket propelled grenade launcher , a VBIED staging facility , and a VBIED",1
32,12.0,"['prep', 'pobj', 'punct', 'nummod', 'nsubj', 'ROOT', 'nummod', 'nmod', 'amod', 'dobj', 'punct', 'conj', 'nummod', 'npadvmod', 'punct', 'amod', 'dobj', 'punct', 'nummod', 'conj', 'punct', 'nummod', 'compound', 'conj', 'punct', 'det', 'conj', 'acl', 'dobj', 'appos', 'punct', 'det', 'compound', 'compound', 'conj', 'punct', 'cc', 'det', 'conj', 'punct']",40,5,engaged,5,8,3,4,31,0,3,strikes,ISIL tactical units,Weapon,Organisation,NOUN,PROPN-ADJ-NOUN,nsubj,nmod-amod-dobj,NNS,NNP-JJ-NNS,2,"[5, 9, 8]",FightingAgainst,FightingAgainst,26CC32861EF7D38FBAE9CABAFC7487E1-18-17-24-Weapon,26CC32861EF7D38FBAE9CABAFC7487E1-18-38-57-Organisation,26CC32861EF7D38FBAE9CABAFC7487E1-18-17-24-Weapon,26CC32861EF7D38FBAE9CABAFC7487E1-18-38-57-Organisation,Weapon,Organisation,True,True,3.0,VERB-NUM,2.0,strikes engaged four ISIL tactical units,1
33,12.0,"['prep', 'pobj', 'punct', 'nummod', 'nsubj', 'ROOT', 'nummod', 'nmod', 'amod', 'dobj', 'punct', 'conj', 'nummod', 'npadvmod', 'punct', 'amod', 'dobj', 'punct', 'nummod', 'conj', 'punct', 'nummod', 'compound', 'conj', 'punct', 'det', 'conj', 'acl', 'dobj', 'appos', 'punct', 'det', 'compound', 'compound', 'conj', 'punct', 'cc', 'det', 'conj', 'punct']",40,5,engaged,5,2,-3,4,37,0,-3,strikes,Mosul,Weapon,Location,NOUN,PROPN,nsubj,pobj,NNS,NNP,1,"[5, 2]",CoLocated,CoLocated,26CC32861EF7D38FBAE9CABAFC7487E1-18-17-24-Weapon,26CC32861EF7D38FBAE9CABAFC7487E1-18-5-10-Location,26CC32861EF7D38FBAE9CABAFC7487E1-18-17-24-Weapon,26CC32861EF7D38FBAE9CABAFC7487E1-18-5-10-Location,Weapon,Location,True,True,2.0,NUM,3.0,"Mosul , five strikes",1
34,12.0,"['prep', 'pobj', 'punct', 'nummod', 'nsubj', 'ROOT', 'nummod', 'nmod', 'amod', 'dobj', 'punct', 'conj', 'nummod', 'npadvmod', 'punct', 'amod', 'dobj', 'punct', 'nummod', 'conj', 'punct', 'nummod', 'compound', 'conj', 'punct', 'det', 'conj', 'acl', 'dobj', 'appos', 'punct', 'det', 'compound', 'compound', 'conj', 'punct', 'cc', 'det', 'conj', 'punct']",40,5,engaged,8,2,-6,7,37,-3,-3,ISIL tactical units,Mosul,Organisation,Location,PROPN-ADJ-NOUN,PROPN,nmod-amod-dobj,pobj,NNP-JJ-NNS,NNP,3,"[8, 9, 5, 2]",CoLocated,CoLocated,26CC32861EF7D38FBAE9CABAFC7487E1-18-38-57-Organisation,26CC32861EF7D38FBAE9CABAFC7487E1-18-5-10-Location,26CC32861EF7D38FBAE9CABAFC7487E1-18-38-57-Organisation,26CC32861EF7D38FBAE9CABAFC7487E1-18-5-10-Location,Organisation,Location,True,True,5.0,NUM-NOUN-VERB-NUM,3.0,"Mosul , five strikes engaged four ISIL tactical units",1
35,14.0,"['prep', 'pobj', 'punct', 'nummod', 'nsubj', 'ROOT', 'det', 'compound', 'amod', 'dobj', 'cc', 'conj', 'nummod', 'npadvmod', 'punct', 'amod', 'dobj', 'cc', 'det', 'conj', 'punct', '', 'punct', '']",24,5,engaged,7,4,-3,6,19,-2,-1,an ISIL tactical unit,two,Organisation,Quantity,DET-PROPN-ADJ-NOUN,NUM,det-compound-amod-dobj,nummod,DT-NNP-JJ-NN,CD,3,"[7, 9, 5, 4]",HasAttrOf,HasAttrOf,26CC32861EF7D38FBAE9CABAFC7487E1-20-32-53-Organisation,26CC32861EF7D38FBAE9CABAFC7487E1-20-68-71-Quantity,26CC32861EF7D38FBAE9CABAFC7487E1-20-32-53-Organisation,26CC32861EF7D38FBAE9CABAFC7487E1-20-68-71-Quantity,Organisation,Quantity,True,True,3.0,CCONJ-VERB,4.0,an ISIL tactical unit and destroyed two,1
36,15.0,"['prep', 'pobj', 'punct', 'nummod', 'nsubj', 'ROOT', 'nummod', 'compound', 'dobj', 'cc', 'nummod', 'compound', 'compound', 'conj', 'punct', '']",16,5,destroyed,5,7,2,4,8,0,2,strikes,three tunnel entrances,Weapon,Location,NOUN,NUM-NOUN-NOUN,nsubj,nummod-compound-dobj,NNS,CD-NN-NNS,2,"[5, 8, 7]",FightingAgainst,FightingAgainst,26CC32861EF7D38FBAE9CABAFC7487E1-22-17-24-Weapon,26CC32861EF7D38FBAE9CABAFC7487E1-22-35-57-Location,26CC32861EF7D38FBAE9CABAFC7487E1-22-17-24-Weapon,26CC32861EF7D38FBAE9CABAFC7487E1-22-35-57-Location,Weapon,Location,True,True,2.0,VERB,2.0,strikes destroyed three tunnel entrances,1
37,15.0,"['prep', 'pobj', 'punct', 'nummod', 'nsubj', 'ROOT', 'nummod', 'compound', 'dobj', 'cc', 'nummod', 'compound', 'compound', 'conj', 'punct', '']",16,5,destroyed,5,13,8,4,2,0,8,strikes,fighting positions,Weapon,Location,NOUN,NOUN-NOUN,nsubj,compound-conj,NNS,NN-NNS,2,"[5, 8, 13]",FightingAgainst,FightingAgainst,26CC32861EF7D38FBAE9CABAFC7487E1-22-17-24-Weapon,26CC32861EF7D38FBAE9CABAFC7487E1-22-71-89-Location,26CC32861EF7D38FBAE9CABAFC7487E1-22-17-24-Weapon,26CC32861EF7D38FBAE9CABAFC7487E1-22-71-89-Location,Weapon,Location,True,True,6.0,VERB-NUM-CCONJ-NUM-PROPN,3.0,strikes destroyed three tunnel entrances and two ISIL fighting positions,1
38,15.0,"['prep', 'pobj', 'punct', 'nummod', 'nsubj', 'ROOT', 'nummod', 'compound', 'dobj', 'cc', 'nummod', 'compound', 'compound', 'conj', 'punct', '']",16,5,destroyed,12,13,1,11,2,-7,8,ISIL,fighting positions,Organisation,Location,PROPN,NOUN-NOUN,compound,compound-conj,NNP,NN-NNS,1,"[12, 13]",InChargeOf,InChargeOf,26CC32861EF7D38FBAE9CABAFC7487E1-22-66-70-Organisation,26CC32861EF7D38FBAE9CABAFC7487E1-22-71-89-Location,26CC32861EF7D38FBAE9CABAFC7487E1-22-66-70-Organisation,26CC32861EF7D38FBAE9CABAFC7487E1-22-71-89-Location,Organisation,Location,True,True,1.0,,1.0,ISIL fighting positions,1
39,19.0,"['advmod', 'csubj', 'det', 'amod', 'nsubj', 'ccomp', 'det', 'amod', 'dobj', 'prep', 'det', 'amod', 'compound', 'pobj', 'ROOT', 'nummod', 'attr', 'punct', 'cc', 'advmod', 'conj', 'amod', 'attr', 'acl', 'dobj', 'prep', 'pobj', 'prep', 'det', 'pobj', 'prep', 'pobj', 'cc', 'conj', 'cc', 'compound', 'conj', 'prep', 'det', 'pobj', 'punct', 'prep', 'pobj', 'punct', 'advcl', 'det', 'amod', 'dobj', 'prep', 'pcomp', 'det', 'dobj', 'punct', 'cc', 'conj', 'punct', 'advmod', 'cc', 'conj', 'aux', 'xcomp', 'punct', '']",63,14,is,3,3,0,2,59,11,-11,a group of buildings,a compound,Location,Location,DET-NOUN-ADP-NOUN,DET-NOUN,det-pobj-prep-pobj,det-pobj,DT-NN-IN-NNS,DT-NN,0,[3],CoLocated,CoLocated,26CC32861EF7D38FBAE9CABAFC7487E1-26-160-180-Location,26CC32861EF7D38FBAE9CABAFC7487E1-26-216-226-Location,26CC32861EF7D38FBAE9CABAFC7487E1-26-160-180-Location,26CC32861EF7D38FBAE9CABAFC7487E1-26-216-226-Location,Location,Location,True,True,6.0,CCONJ-NOUN-CCONJ-NOUN-ADP,4.0,a group of buildings and vehicles and weapon systems in a compound,1
40,19.0,"['advmod', 'csubj', 'det', 'amod', 'nsubj', 'ccomp', 'det', 'amod', 'dobj', 'prep', 'det', 'amod', 'compound', 'pobj', 'ROOT', 'nummod', 'attr', 'punct', 'cc', 'advmod', 'conj', 'amod', 'attr', 'acl', 'dobj', 'prep', 'pobj', 'prep', 'det', 'pobj', 'prep', 'pobj', 'cc', 'conj', 'cc', 'compound', 'conj', 'prep', 'det', 'pobj', 'punct', 'prep', 'pobj', 'punct', 'advcl', 'det', 'amod', 'dobj', 'prep', 'pcomp', 'det', 'dobj', 'punct', 'cc', 'conj', 'punct', 'advmod', 'cc', 'conj', 'aux', 'xcomp', 'punct', '']",63,14,is,34,3,-31,33,59,-20,-11,vehicles,a compound,Vehicle,Location,NOUN,DET-NOUN,conj,det-pobj,NNS,DT-NN,12,"[34, 33, 31, 30, 29, 27, 23, 22, 20, 14, 5, 4, 3]",CoLocated,CoLocated,26CC32861EF7D38FBAE9CABAFC7487E1-26-185-193-Vehicle,26CC32861EF7D38FBAE9CABAFC7487E1-26-216-226-Location,26CC32861EF7D38FBAE9CABAFC7487E1-26-185-193-Vehicle,26CC32861EF7D38FBAE9CABAFC7487E1-26-216-226-Location,Vehicle,Location,True,True,4.0,CCONJ-NOUN-ADP,7.0,vehicles and weapon systems in a compound,1
41,19.0,"['advmod', 'csubj', 'det', 'amod', 'nsubj', 'ccomp', 'det', 'amod', 'dobj', 'prep', 'det', 'amod', 'compound', 'pobj', 'ROOT', 'nummod', 'attr', 'punct', 'cc', 'advmod', 'conj', 'amod', 'attr', 'acl', 'dobj', 'prep', 'pobj', 'prep', 'det', 'pobj', 'prep', 'pobj', 'cc', 'conj', 'cc', 'compound', 'conj', 'prep', 'det', 'pobj', 'punct', 'prep', 'pobj', 'punct', 'advcl', 'det', 'amod', 'dobj', 'prep', 'pcomp', 'det', 'dobj', 'punct', 'cc', 'conj', 'punct', 'advmod', 'cc', 'conj', 'aux', 'xcomp', 'punct', '']",63,14,is,9,3,-6,8,59,5,-11,weapon systems,a compound,Weapon,Location,NOUN-NOUN,DET-NOUN,compound-conj,det-pobj,NN-NNS,DT-NN,3,"[9, 5, 4, 3]",CoLocated,CoLocated,26CC32861EF7D38FBAE9CABAFC7487E1-26-198-212-Weapon,26CC32861EF7D38FBAE9CABAFC7487E1-26-216-226-Location,26CC32861EF7D38FBAE9CABAFC7487E1-26-198-212-Weapon,26CC32861EF7D38FBAE9CABAFC7487E1-26-216-226-Location,Weapon,Location,True,True,2.0,ADP,8.0,weapon systems in a compound,1
42,24.0,"['det', 'nsubj', 'prep', 'compound', 'pobj', 'prep', 'pobj', 'cc', 'conj', 'advmod', 'ROOT', 'det', 'poss', 'case', 'dobj', 'aux', 'acl', 'dobj', 'cc', 'conj', 'dobj', 'punct']",22,10,limits,4,9,5,3,12,6,-1,ISIL,Iraq,Organisation,Location,PROPN,PROPN,compound,conj,NNP,NNP,4,"[4, 2, 1, 10, 9]",CoLocated,CoLocated,26CC32861EF7D38FBAE9CABAFC7487E1-31-19-23-Organisation,26CC32861EF7D38FBAE9CABAFC7487E1-31-45-49-Location,26CC32861EF7D38FBAE9CABAFC7487E1-31-19-23-Organisation,26CC32861EF7D38FBAE9CABAFC7487E1-31-45-49-Location,Organisation,Location,True,True,5.0,NOUN-ADP-PROPN-CCONJ,4.0,ISIL targets in Syria and Iraq,1
0,1.0,"['cc', 'nsubj', 'aux', 'ROOT', 'det', 'amod', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'acl', 'prep', 'amod', 'nmod', 'punct', 'cc', 'conj', 'compound', 'pobj', 'cc', 'conj', 'aux', 'advcl', 'dobj', 'punct', '']",27,3,stocked,5,9,4,4,17,-2,6,an underground library,Syria,Location,Location,DET-ADJ-NOUN,PROPN,det-amod-dobj,pobj,DT-JJ-NN,NNP,3,"[5, 6, 3, 9]",CoLocated,CoLocated,55AE94FC6D11B6BC1A89A144F6BA49FF-1-29-51-Location,55AE94FC6D11B6BC1A89A144F6BA49FF-1-55-60-Location,55AE94FC6D11B6BC1A89A144F6BA49FF-1-29-51-Location,55AE94FC6D11B6BC1A89A144F6BA49FF-1-55-60-Location,Location,Location,True,True,2.0,ADP,2.0,an underground library in Syria,1
1,5.0,"['nsubj', 'ccomp', 'dobj', 'prep', 'det', 'pobj', 'aux', 'advcl', 'xcomp', 'nsubjpass', 'auxpass', 'ccomp', 'agent', 'pobj', 'cc', 'conj', 'prep', 'advmod', 'amod', 'amod', 'pobj', 'advmod', 'punct', 'punct', 'punct', 'ROOT', 'compound', 'nsubj', 'punct', 'det', 'amod', 'amod', 'compound', 'appos', 'nsubj', 'relcl', 'attr', 'prep', 'det', 'pobj', 'punct']",41,25,says,27,5,-22,26,35,-2,-20,Anas Ahmad,the founders,Person,Organisation,PROPN-PROPN,DET-NOUN,compound-nsubj,det-pobj,NNP-NNP,DT-NNS,4,"[27, 25, 1, 3, 5]",BelongsTo,BelongsTo,55AE94FC6D11B6BC1A89A144F6BA49FF-5-120-130-Person,55AE94FC6D11B6BC1A89A144F6BA49FF-5-182-194-Organisation,55AE94FC6D11B6BC1A89A144F6BA49FF-5-120-130-Person,55AE94FC6D11B6BC1A89A144F6BA49FF-5-182-194-Organisation,Person,Organisation,True,True,6.0,DET-PRON-AUX-NUM-ADP,5.0,"Anas Ahmad , a former civil engineering student who was one of the founders",1
